"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x217874950","x1084370030094139394",2019-01-13 08:42:16,"JimHalton","@MrsSheShe17 So many men wearing denim tights 🙈","Twitter Lite",34,"x1084251301020483584","x31183447","MrsSheShe17",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x31183447","MrsSheShe17","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1084370030094139394","Bristol Titans Krav Maga","Bristol, UK","Krav Maga Instructor, MMA conditioning coach, Security Professional, Krav Maga Classes and fitness instruction in Bristol UK. BKMA.","https://t.co/udxf6j3G1K",FALSE,12800,7630,141,11332,587,2010-11-20 19:49:12,FALSE,"https://t.co/udxf6j3G1K","http://www.bristoltitanskravmaga.co.uk","en","https://pbs.twimg.com/profile_banners/217874950/1465575272","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/503187492304994305/mPj-wP7q_normal.jpeg"
"x21719281","x1081242855782473728",2019-01-04 17:35:59,"KMWKravMaga","Navy SEAL Master Chief Jason Hayes @dbodbo69 knows what to do to make sure his daughter Emma @kerrimedders stays safe when she goes off to college. He gets her to Krav Maga self-defense training! 
💥
@cbstv... https://t.co/45Iu2WKJBu","Facebook",232,,,,FALSE,FALSE,15,6,,,"facebook.com/KravMagaWorldw…","https://t.co/45Iu2WKJBu","https://www.facebook.com/KravMagaWorldwideInc/videos/2292959860960867/",,,,,,,,,"x886387860588253185 x134925704 x2998401","dbodbo69 kerrimedders cbstv","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1081242855782473728","Krav Maga Worldwide","Worldwide","Krav Maga Worldwide is the largest reality based self-defense organization in the world with over 240 licensed schools and over 800 agencies trained.","http://t.co/EEJSsmGBlh",FALSE,19000,1613,136,1213,216,2009-02-24 02:05:06,FALSE,"http://t.co/EEJSsmGBlh","http://kravmaga.com","en","https://pbs.twimg.com/profile_banners/21719281/1369769535","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/561284503646113792/xdrrmhnR_normal.png"
"x36725181","x1069144526453989376",2018-12-02 08:21:33,"KravMagaBristol","Interesting article by Instructor Shaun White, Shaun is a former Royal Marines Officer aand was responcible for training front line tropps - an interesting perspective on training for conflict https://t.co/kkR5CPT1io https://t.co/lPiwmLE2ug","Hootsuite",216,,,,FALSE,FALSE,3,3,,,"ow.ly/F9E530mPxr5","https://t.co/kkR5CPT1io","http://ow.ly/F9E530mPxr5","http://pbs.twimg.com/media/DtZdR9nXcAA9INk.jpg","https://t.co/lPiwmLE2ug","https://twitter.com/KravMagaBristol/status/1069144526453989376/photo/1","photo","http://pbs.twimg.com/media/DtZdR9nXcAA9INk.jpg","https://t.co/lPiwmLE2ug","https://twitter.com/KravMagaBristol/status/1069144526453989376/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1069144526453989376","Krav Maga Bristol","Bristol, England","Official Krav Maga Bristol Page. Krav Maga Bristol is the cities founding Krav Maga School & one of the UK's leading schools since 2004.","http://t.co/swKvvQhdba",FALSE,7708,2672,79,4069,15,2009-04-30 17:52:53,FALSE,"http://t.co/swKvvQhdba","http://www.bristolkravmaga.co.uk","en","https://pbs.twimg.com/profile_banners/36725181/1449338014","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1242918211/_A1D4628_normal.jpg"
"x20793644","x1085234652053413896",2019-01-15 17:57:58,"kravmagafed","https://t.co/atQd35HGFm","Facebook",23,,,,FALSE,FALSE,0,0,,,"facebook.com/permalink.php?…","https://t.co/atQd35HGFm","https://www.facebook.com/permalink.php?story_fbid=10156786727182988&id=109417327987",,,,,,,,,,,"und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085234652053413896","Krav Maga Federation","164 West 25th st 3rd fl NYC","Rhon Mizrachi's Krav Maga Federation schools teach the authentic martial art created by Krav Maga founder Imi Lichtenfeld","https://t.co/KF539xJpbz",FALSE,9406,208,74,2055,1,2009-02-13 18:37:54,FALSE,"https://t.co/KF539xJpbz","http://www.kravmagafederation.com","en","https://pbs.twimg.com/profile_banners/20793644/1413817607","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/524215007542661120/BLDOkVmT_normal.jpeg"
"x47431987","x1084464950335148033",2019-01-13 14:59:27,"Maga2DaZeen","gnar fucking spazzed on this green faced bust down omg https://t.co/yU9lQGDWlq","Twitter for Android",92,,,,FALSE,TRUE,0,22,,,"twitter.com/lilgnar/status…","https://t.co/yU9lQGDWlq","https://twitter.com/lilgnar/status/1081339239936286720",,,,,,,,,"x822994602","PinchyH1","en",,,,,,,,,,,,,,,,"x1081347964017160192","gnar fucking spazzed on this green faced bust down omg https://t.co/yU9lQGDWlq",2019-01-05 00:33:39,"Twitter for Android",130,22,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1084464950335148033","#THISisTV","EVERYWHERE","MMG -REGGAE ARTIST MAGAZEEN",,FALSE,11786,123,103,20724,245,2009-06-15 20:16:01,FALSE,,,"en","https://pbs.twimg.com/profile_banners/47431987/1516400792","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/958723870613213185/yCGWpncg_normal.jpg"
"x16939324","x1085569546898034689",2019-01-16 16:08:43,"Hiqutipie","“Love will find a way through paths where wolves fear to prey.”❤🖤❤

✒ Lord Byron 🖲 deviantart com https://t.co/X7VXhrKY2O","Twitter Web Client",136,,,,FALSE,TRUE,0,3115,,,,,,"http://pbs.twimg.com/media/DgAMOjRXkAE7Ec2.jpg","https://t.co/X7VXhrKY2O","https://twitter.com/Hipollyti/status/1008819785981939715/photo/1","photo","http://pbs.twimg.com/media/DgAMOjRXkAE7Ec2.jpg","https://t.co/X7VXhrKY2O","https://twitter.com/Hipollyti/status/1008819785981939715/photo/1",,"x919283024000356357","Hipollyti","en",,,,,,,,,,,,,,,,"x1008819785981939715","“Love will find a way through paths where wolves fear to prey.”❤🖤❤

✒ Lord Byron 🖲 deviantart com https://t.co/X7VXhrKY2O",2018-06-18 21:12:34,"Twitter for Android",2348,3115,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085569546898034689","MAGA ♥B♥B♥ ♓130K","Lauderdale, MS","@Tashaeva @N_E_N_A_Angels @LaurenArren  @Polethf_Angels @MaribellaAngels @Julezpooh @Bella__Angel @ERNESTZorro @HOMEL3ND @SSscoop475 
#MAGA","https://t.co/2glF9TntPs",FALSE,120710,96883,1886,105171,4256,2008-10-23 23:46:50,FALSE,"https://t.co/2glF9TntPs","http://www.youtube.com/user/hiqutipie","en","https://pbs.twimg.com/profile_banners/16939324/1431957161","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/3212071244/52340fcb91e6ebb5990e496b8f4cc083_normal.png"
"x314637342","x891855620999188480",2017-07-31 02:58:44,"MagaMGD","Brooklyn baby https://t.co/MIdgWKQfpH on @bloglovin","Bloglovin",51,,,,FALSE,FALSE,3,0,,,"bloglovin.com/blogs/maga-mgd…","https://t.co/MIdgWKQfpH","https://www.bloglovin.com/blogs/maga-mgd-blog-11232317/brooklyn-baby-5781920723",,,,,,,,,"x983831766665490432","bloglovin","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/891855620999188480","Maga MGD","Moscow","Player. Lover. Taveller. Blogger. (c)
https://t.co/lhqoIH5em6","http://t.co/4rCjoaVLqY",FALSE,2103,175,20,11958,456,2011-06-10 15:36:16,FALSE,"http://t.co/4rCjoaVLqY","http://www.magamgd.com","ru","https://pbs.twimg.com/profile_banners/314637342/1434981441","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/612982531579744256/Z4_onolE_normal.jpg"
"x2307195656","x1034246685164273665",2018-08-28 01:09:59,"DiagonalDoug","Tomorrow is Primary Day in Arizona. If you live in Arizona, make sure to vote for @kelliwardaz in the Senate race tomorrow! She is a @realDonaldTrump supporter and will support building a wall!!
#BuildtheWall #AZSEN https://t.co/8sa8hasKod","Twitter for Android",140,,,,FALSE,TRUE,0,703,,,,,,,,,,,,,,"x766393840634884097 x359403242","davis1988will kelliwardaz","en",,,,,,,,,,,,,,,,"x1034241590045433856","Tomorrow is Primary Day in Arizona. If you live in Arizona, make sure to vote for @kelliwardaz in the Senate race tomorrow! She is a @realDonaldTrump supporter and will support building a wall!!
#BuildtheWall #AZSEN https://t.co/8sa8hasKod",2018-08-28 00:49:45,"Twitter Lite",900,703,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1034246685164273665","MR MAGA 🇺🇸","USA","WARNING: No Participation Trophies Given / Follow Me, I'll Show You The Truth / CEO By Day, Political Patriot By Night #2A #IPAC #Veteran #MAGA 🇺🇸 #OpPedoHunt","https://t.co/UQAHnlrBCi",FALSE,65084,45562,203,112509,86727,2014-01-23 20:32:02,FALSE,"https://t.co/UQAHnlrBCi","http://wrongthink.net/DiagonalDoug","en","https://pbs.twimg.com/profile_banners/2307195656/1507240198","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/951899267672788992/aScXS-Ks_normal.jpg"
"x2292743989","x1085695089790328832",2019-01-17 00:27:35,"HiQTPiii","MY BLOOD IS BOILING...RED WHITE BLUE...YOURS?

https://t.co/FSgsSahrE1 2013 54 Senate Dems including  SCHUMER voted to pass bill providing $46B to build border barrier

2.PELOSI and her LIB POSSE passed bill to FOREIGN GOV for $54B

WHILE AMERICAN CITIZENS SUFFER AT THEIR HANDS! https://t.co/7PO3lmCz4k","Twitter for Android",140,,,,FALSE,TRUE,0,1235,,,"1.In","https://t.co/FSgsSahrE1","http://1.In",,,,,,,,,"x894450550032519170","gaye_gallops","en",,,,,,,,,,,,,,,,"x1083052668304674816","MY BLOOD IS BOILING...RED WHITE BLUE...YOURS?

https://t.co/FSgsSahrE1 2013 54 Senate Dems including  SCHUMER voted to pass bill providing $46B to build border barrier

2.PELOSI and her LIB POSSE passed bill to FOREIGN GOV for $54B

WHILE AMERICAN CITIZENS SUFFER AT THEIR HANDS! https://t.co/7PO3lmCz4k",2019-01-09 17:27:32,"Twitter for iPhone",1333,1235,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085695089790328832","#MAGA ♥B♥B♥  ♓ #30K","Lauderdale,MS","#GlobalismisDEAD @Hiqutipie #MAGA","https://t.co/2glF9TntPs",FALSE,30094,27419,101,63191,1239,2014-01-15 13:53:16,FALSE,"https://t.co/2glF9TntPs","http://www.youtube.com/user/hiqutipie","en","https://pbs.twimg.com/profile_banners/2292743989/1431956943","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/423455988205629440/JhPqjihH_normal.jpeg"
"x705442898188210177","x1085677940719812610",2019-01-16 23:19:26,"Sheep2Wolves","@Roku Not a fan of Infowars but this is horrible. Assuming you'll delete all channels that engage in rumor-mongering and traffic in unproven theories?

Nope? Then see ya. 👋👋","Twitter for Android",167,"x1085343064418267136","x20282100","Roku",FALSE,FALSE,6,0,,,,,,,,,,,,,,"x20282100","Roku","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085677940719812610","MAGA RƎVO⅃UTION 🇺🇸","S̶t̶.̶ ̶P̶e̶t̶e̶r̶s̶b̶u̶r̶g̶😂","Voted Obama 2x. Got Change, lost Hope. #Veteran USN and CIA. Now I'm a #Christian #2A Trump bot. A rich America can be benevolent. #MAGA",,FALSE,14841,6901,124,22384,125478,2016-03-03 17:21:08,FALSE,,,"en","https://pbs.twimg.com/profile_banners/705442898188210177/1524609613","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1050864848723038208/OO3XHmHU_normal.jpg"
"x59295543","x1084897810212827136",2019-01-14 19:39:29,"ajdraven","@ComedyWorks @TaylorComedy Close enough. 😂😂","Twitter for iPhone",16,"x1084889804829908997","x34977875","ComedyWorks",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x34977875 x30813505","ComedyWorks TaylorComedy","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1084897810212827136","The Krav Maga Yogi","Los Angeles","Krav Maga & Self Defense Tips & Info from Expert AJ Draven - Creator of #Kravmaga GetFit Challenge -#SelfDefense #IDF #Motivation #Inspiration #Empower","https://t.co/EbogRTySQo",FALSE,5221,148,35,1856,5567,2009-07-22 23:54:56,FALSE,"https://t.co/EbogRTySQo","https://www.instagram.com/a.j.draven/","en","https://pbs.twimg.com/profile_banners/59295543/1512358172","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/937523560972566529/uM6PmrC-_normal.jpg"
"x190082995","x1085635693274152962",2019-01-16 20:31:34,"denise39deer","Q2647
Follow the Watch.  = Judicial Watch?
BREAKING: A federal judge ruled that discovery can begin in Hillary Clinton’s email scandal.

Q2516, Q2546 Watch the news.

https://t.co/BftofYuQkO

@POTUS #QArmy #QAnon #WWG1WGA #JudicialWatch #PatriotsUnited https://t.co/RaQMdl9FrZ","Twitter Lite",140,,,,FALSE,TRUE,0,716,,,,,,,,,,,,,,"x940430173517811714","intheMatrixxx","en",,,,,,,,,,,,,,,,"x1085600905460965377","Q2647
Follow the Watch.  = Judicial Watch?
BREAKING: A federal judge ruled that discovery can begin in Hillary Clinton’s email scandal.

Q2516, Q2546 Watch the news.

https://t.co/BftofYuQkO

@POTUS #QArmy #QAnon #WWG1WGA #JudicialWatch #PatriotsUnited https://t.co/RaQMdl9FrZ",2019-01-16 18:13:20,"Twitter Web Client",1402,716,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085635693274152962","#WINNING #MAGA #WWG1WGA","Not Russia ","MAGA      TWINLESS TWIN",,FALSE,14284,6975,40,60957,41262,2010-09-13 01:18:00,FALSE,,,"en","https://pbs.twimg.com/profile_banners/190082995/1541127642","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1012384160051167232/skGVANtG_normal.jpg"
"x2434081364","x1083154971888103425",2019-01-10 00:14:04,"kravmagaXD","Simple Krav Maga Wrist Exercises: https://t.co/PGONL1TwS8 via @YouTube","Google",70,,,,FALSE,FALSE,2,0,,,"youtu.be/bCUc7R8ocYY?a","https://t.co/PGONL1TwS8","http://youtu.be/bCUc7R8ocYY?a",,,,,,,,,"x10228272","YouTube","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1083154971888103425","krav maga xd","Costa Mesa","We are Krav Maga XD and we save lives.","http://t.co/fjNmKz4V2b",FALSE,10772,4942,16,305,68,2014-04-08 19:01:14,FALSE,"http://t.co/fjNmKz4V2b","http://kravmagaxd.com","en","https://pbs.twimg.com/profile_banners/2434081364/1437511847","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/565586487475851264/AIBnPe-Q_normal.jpeg"
"x34183123","x1082661137647325187",2019-01-08 15:31:44,"MetAmateurGA","Congratulations to one of our member clubs, Woods Fort Golf Course on being name a Top 25 course by value by Golf Advisor for 2018.  Woods Fort will host an Amateur Series event in 2019! https://t.co/7yLgZFYpPP","Facebook",210,,,,FALSE,FALSE,1,0,,,"facebook.com/MetAmateurGA/p…","https://t.co/7yLgZFYpPP","https://www.facebook.com/MetAmateurGA/posts/10155790659761237",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1082661137647325187","MAGA","Metropolitan St. Louis","@USGA Allied Golf Association | Serving greater St. Louis and Southern Illinois clubs and golfers since 1992 | #MAGA","https://t.co/kfmbxLROZP",FALSE,2044,1342,19,5376,537,2009-04-22 04:30:56,FALSE,"https://t.co/kfmbxLROZP","http://www.metga.org","en","https://pbs.twimg.com/profile_banners/34183123/1541441659","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/2841473472/0d7e38c786b4b6de594c5d09167c77ff_normal.png"
"x369616268","x1069134948223934464",2018-12-02 07:43:29,"BritishKravMaga","Interesting article by Instructor Shaun White, Shaun is a former Royal Marines Officer aand was responcible for training front line tropps - an interesting perspective on training for conflict https://t.co/92UVshUNFU https://t.co/88ZaURDpHd","Hootsuite",216,,,,FALSE,FALSE,3,1,,,"ow.ly/F9E530mPxr5","https://t.co/92UVshUNFU","http://ow.ly/F9E530mPxr5","http://pbs.twimg.com/media/DtZUkcgWkAIGtM-.jpg","https://t.co/88ZaURDpHd","https://twitter.com/BritishKravMaga/status/1069134948223934464/photo/1","photo","http://pbs.twimg.com/media/DtZUkcgWkAIGtM-.jpg","https://t.co/88ZaURDpHd","https://twitter.com/BritishKravMaga/status/1069134948223934464/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1069134948223934464","British Krav Maga","UK locations","We are the UK's fastest growing Krav Maga Association | Check out our Classes schedule | Professional instructor Certification available.","https://t.co/p2rP4PvleC",FALSE,5588,1945,57,3964,38,2011-09-07 17:15:25,FALSE,"https://t.co/p2rP4PvleC","http://www.BritishKravMaga.co.uk","en","https://pbs.twimg.com/profile_banners/369616268/1449223468","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1761146648/n99756581100_1409_1__normal.jpg"
"x823360562260230148","x1002940692295974912",2018-06-02 15:51:09,"TrumpGirlMAGA","Our Opponent:
Wouldn’t Back Trump at GOP Convention: ✅
Helped push the Dem message against Trump: ✅
Said Trump wasn’t a consistent conservative: ✅
Called Trump ‘Vile’: ✅
Slammed @RealDonaldTrump transition: ✅ 
https://t.co/SBMK6Y6u2J","Twitter for iPhone",139,,,,FALSE,TRUE,0,55,,,,,,,,,,,,,,"x487297085","RonDeSantisFL","en",,,,,,,,,,,,,,,,"x1002271178470371332","Our Opponent:
Wouldn’t Back Trump at GOP Convention: ✅
Helped push the Dem message against Trump: ✅
Said Trump wasn’t a consistent conservative: ✅
Called Trump ‘Vile’: ✅
Slammed @RealDonaldTrump transition: ✅ 
https://t.co/SBMK6Y6u2J",2018-05-31 19:30:44,"Twitter Web Client",86,55,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1002940692295974912","Danny 🇺🇸MAGA","Atlanta, GA","💞 UT Grad. Conservative and Christian. End racism and hatred. we are all humans. married to a loving husband. my name is Danielle, but I go by Danny💕 MAGA🇺🇸",,FALSE,9186,0,24,4135,4451,2017-01-23 02:43:50,FALSE,,,"en","https://pbs.twimg.com/profile_banners/823360562260230148/1485139800",,"http://pbs.twimg.com/profile_images/897302162379767809/pwy0vM8E_normal.jpg"
"x928000516184997889","x929107015049158656",2017-11-10 22:02:29,"AmericaHooRah","What makes #TrumpCare the greatest? 🇺🇸","Twitter Web Client",38,,,,FALSE,FALSE,160,91,"TrumpCare",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/929107015049158656","MAGA Health Care!","","#MAGA #TrumpCare https://t.co/tPmm7G0TZW",,FALSE,614,45,6,7,0,2017-11-07 20:45:39,FALSE,,,"en","https://pbs.twimg.com/profile_banners/928000516184997889/1510267030",,"http://pbs.twimg.com/profile_images/928750622471471104/TfN0DQ5z_normal.jpg"
"x25101996","x1085651702483607556",2019-01-16 21:35:10,"kimguilfoyle","I keep laughing about this it’s so funny 😂 🤣 #beercatastrophe #KAG https://t.co/hfK68ZPaIr","Twitter for iPhone",66,,,,FALSE,FALSE,4597,1054,"beercatastrophe KAG",,"twitter.com/realdonaldtrum…","https://t.co/hfK68ZPaIr","https://twitter.com/realdonaldtrump/status/1084647050208333825",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085651702483607556","Kimberly Guilfoyle","New York","Mother, Sister, Patriot, Grateful American / Vice Chairwoman @AmericaFirstPol and @AmericaFirstPAC #MAGA 🇺🇸 @hwaspeakers","https://t.co/YKBCjyMVzi",FALSE,1468577,2546,4765,5459,6506,2009-03-18 16:33:40,TRUE,"https://t.co/YKBCjyMVzi","http://www.kimberlyguilfoyle.com","en","https://pbs.twimg.com/profile_banners/25101996/1546550656","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1084812927239184385/LmIaQxsY_normal.jpg"
"x492833134","x1085693777052717056",2019-01-17 00:22:22,"mikandynothem","I live in constant fear that President Trump will deport my Latina mother-in-law who lives in a red house at 1500 N Claiborne Ave, New Orleans, LA 70116. She gets off work at 5:30.
#ThingsThatAreBadForYourHealth
#MAGA #tcot #FoxNews #WednesdayWisdom
#wednesdaythoughts","Twitter for Android",140,,,,FALSE,TRUE,0,893,,,,,,,,,,,,,,"x492833134","mikandynothem","en",,,,,,,,,,,,,,,,"x1085531510453620736","I live in constant fear that President Trump will deport my Latina mother-in-law who lives in a red house at 1500 N Claiborne Ave, New Orleans, LA 70116. She gets off work at 5:30.
#ThingsThatAreBadForYourHealth
#MAGA #tcot #FoxNews #WednesdayWisdom
#wednesdaythoughts",2019-01-16 13:37:34,"Twitter for Android",2245,893,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085693777052717056","Michael Nöthem","Las Vegas","Management; Singer; Political Animal.
Married 33 years; 4 boys, one whom we lost. 4 grandchildren. Life is a gift...live it! #MAGA Go @GoldenKnights!","https://t.co/JXonH2o4t2",FALSE,218052,120259,1537,58489,36359,2012-02-15 05:18:05,FALSE,"https://t.co/JXonH2o4t2","https://www.instagram.com/manothem/","en","https://pbs.twimg.com/profile_banners/492833134/1546374857","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1059451822803275776/T4f6h9Nr_normal.jpg"
"x2191139863","x1085657230815318018",2019-01-16 21:57:09,"biltmoreinvest","Manual manipulation from bias staff. EXACTLY what we have been saying. @Google wants the American people to consume information in their political view. 

https://t.co/FC9HlvdB2k","Twitter Web Client",140,,,,FALSE,TRUE,0,674,,,,,,,,,,,,,,"x17685258 x20536157","parscale Google","en",,,,,,,,,,,,,,,,"x1085656297209356291","Manual manipulation from bias staff. EXACTLY what we have been saying. @Google wants the American people to consume information in their political view. 

https://t.co/FC9HlvdB2k",2019-01-16 21:53:26,"Twitter for iPhone",1153,674,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085657230815318018","James Miller, MBA ❌ #MAGA","Gab.ai @Biltmoreinvest","Entrepreneur in AZ. Follower of Christ. Capitalist. Veteran. NRA. w/o #2A no #1A. MAGA on Day 1 #Trump2020 USC Trojan & Pepperdine Wave Alum. RT's 🚫 endorsement","https://t.co/CJqyNZDKSs",FALSE,16478,3487,41,23672,17929,2013-11-12 22:13:12,FALSE,"https://t.co/CJqyNZDKSs","http://www.biltmoreinvestments.com","en","https://pbs.twimg.com/profile_banners/2191139863/1536258355","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/813170493813460992/eYSTw_F6_normal.jpg"
"x36785104","x1085570988266450944",2019-01-16 16:14:27,"republamerican","@freedom_moates Why would he listen to a word this twit has to say?","Twitter for iPhone",51,"x1085552622373879808","x983483059428261889","freedom_moates",FALSE,FALSE,2,0,,,,,,,,,,,,,,"x983483059428261889","freedom_moates","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085570988266450944","❌republamerican❌MAGA🇺🇸","Arkansas, USA","Atomic Veteran, Served Aboard USS Yorktown in Viet Nam,Legion,Christian Conservative, Free Mason, married 54 years with 3 children and 7 grandchildren. #MAGA",,FALSE,1862,1583,119,11943,3950,2009-04-30 21:56:40,FALSE,,,"en","https://pbs.twimg.com/profile_banners/36785104/1469809347","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/847534357241790464/93vfm0kC_normal.jpg"
"x240760644","x1085626157096157184",2019-01-16 19:53:40,"RepGosar","The Department of Homeland Security and the US Secret Service are fully prepared to support and secure the State of the Union. We thank the Service for their mission focus and dedication and for all they do each day to secure our homeland.","Twitter Web Client",140,,,,FALSE,TRUE,0,8210,,,,,,,,,,,,,,"x935148134505828353","SecNielsen","en",,,,,,,,,,,,,,,,"x1085619181477904385","The Department of Homeland Security and the US Secret Service are fully prepared to support and secure the State of the Union. We thank the Service for their mission focus and dedication and for all they do each day to secure our homeland.",2019-01-16 19:25:57,"Twitter for iPhone",22361,8210,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085626157096157184","Rep. Paul Gosar, DDS","","U.S. Representative for AZ’s 4th District. Chairman of @westerncaucus. Chairman of Energy & Minerals @NatResources. #EnergyDomimance #BuildTheWall #MAGA 🇺🇸","https://t.co/fETcpzL0kG",FALSE,45735,4460,1418,9269,2454,2011-01-20 17:44:27,TRUE,"https://t.co/fETcpzL0kG","http://gosar.house.gov","en","https://pbs.twimg.com/profile_banners/240760644/1501001354","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/954068851414786049/gBFE0q8D_normal.jpg"
